id,name,town,county,lat,long,description,website,category,sensitivity
6055,Black Down,Woolbeding,West Sussex,51.0700074,-0.6873412,The highest point in the South Downs National Park,https://www.nationaltrust.org.uk/visit/sussex/black-down,Parks and open spaces,3
117,Dunwich Heath and Beach,Dunwich,Suffolk,52.25889,1.626715,A precious landscape on the Suffolk coast,https://www.nationaltrust.org.uk/visit/suffolk/dunwich-heath-and-beach,Coastline,5
6061,Marley Common,Woolbeding,West Sussex,51.073106,-0.7356069,"Coconut-scents, purple heather and intimate woodland walks",https://www.nationaltrust.org.uk/visit/sussex/marley-common,Forests/Woodlands,5
24,Bateman's,Burwash,East Sussex,50.987701,0.37695,"Jacobean house, home of Rudyard Kipling",https://www.nationaltrust.org.uk/visit/sussex/batemans,Historic houses/mansions,3
344,Ulverscroft Nature Reserve,near Loughborough,Leicestershire,52.701401,-1.27259,Reserve in the care of the Leicestershire and Rutland Wildlife Trust,https://www.nationaltrust.org.uk/visit/leicestershire-northamptonshire/ulverscroft-nature-reserve,Historic houses/mansions,3
6140,Stoneywell,,Leicestershire,52.7034271,-1.2706485,The home of a family who lived and loved the Arts and Crafts ,https://www.nationaltrust.org.uk/visit/leicestershire-northamptonshire/stoneywell,Castles,4
46,Brancaster Estate,Brancaster,Norfolk,52.9669,0.66877,Iconic coastline famous for its sandy beaches,https://www.nationaltrust.org.uk/visit/norfolk/brancaster-estate,Coastline,5
302,Smallhythe Place,Tenterden,Kent,51.0383,0.70182,Ellen Terry's early 16th-century house and cottage gardens,https://www.nationaltrust.org.uk/visit/kent/smallhythe-place,Cottages,2
42,Bodiam Castle,near Robertsbridge,East Sussex,51.000099,0.54741,Archetypal 14th century moated castle with ruined interior - a glimpse of medieval splendour,https://www.nationaltrust.org.uk/visit/sussex/bodiam-castle,Castles,4
290,Sandham Memorial Chapel,near Newbury,Hampshire,51.344799,-1.33691,World famous chapel containing Stanley Spencer's visionary paintings,https://www.nationaltrust.org.uk/visit/hampshire/sandham-memorial-chapel,Churches,4
5147,White Horse Hill,Uffington,Oxfordshire,51.577465,-1.567032,"Ancient rolling downland, home to an enigmatic chalk hill figure",https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/white-horse-hill,Moors/Hills,4
6207,The Chase,Woolton Hill,Hampshire,51.364727,-1.3671876,Quiet nature reserve with a surprising array of habitats,https://www.nationaltrust.org.uk/visit/hampshire/the-chase,Nature reserves,5
151,Great Coxwell Barn,Faringdon,Oxfordshire,51.642799,-1.61404,13th-century stone barn,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/great-coxwell-barn,Historic houses/mansions,3
6199,Badbury,near Swindon,Oxfordshire,51.6505,-1.6227,Woodland with an Iron Age past  ,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/badbury,Forests/Woodlands,5
59,Buscot Park,Faringdon,Oxfordshire,51.6703,-1.64498,"Late 18th-century house, set in enchanting landscaped grounds",https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/buscot-park,Castles,4
172,Hidcote,near Chipping Campden,Gloucestershire,52.084,-1.74364,Arts and Crafts-inspired garden with intricately designed outdoor spaces in the rolling Cotswold hills.,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/hidcote,Moors/Hills,4
58,Buscot Old Parsonage,Faringdon,Oxfordshire,51.679798,-1.66544,Early 18th-century riverside house with small garden,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/buscot-old-parsonage,Castles,4
900018,Buscot Village,Faringdon,Oxfordshire,51.676879,-1.6673895,"A sleepy, ancient village on the banks of the River Thames. ",https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/buscot-village,Historic houses/mansions,3
6157,Selborne Common,Selborne,Hampshire,51.096107,-0.951764,Discover the magnificent beech woods and flower-filled meadows that inspired Gilbert White,https://www.nationaltrust.org.uk/visit/hampshire/selborne-common,Forests/Woodlands,5
4507,The Textile Conservation Studio,,Norfolk,52.80089,1.191523,The Studio provides a complete conservation service for historic textiles conserving and protecting the National Trust's precious and often unique textile collections.,https://www.nationaltrust.org.uk/visit/norfolk/the-textile-conservation-studio,Historic houses/mansions,3
260,Petworth,Petworth,West Sussex,50.986099,-0.61281,"A magnificent Treasure House displaying one of the finest art collections in the care of the National Trust, nestled in a 700-acre deer park",https://www.nationaltrust.org.uk/visit/sussex/petworth,Parks and open spaces,3
900017,Coleshill Village and Parkland,Nr Swindon,Oxfordshire,51.640307,-1.660506,"A perfect English village surrounded by a patchwork of fields, woodland spinneys, water meadow and parkland. ",https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/coleshill-village-parkland,Pubs,2
2575,Buscot and Coleshill Estates,near Swindon,Wiltshire,51.640444,-1.660634,Villages and countryside criss-crossed with trails,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/buscot-and-coleshill-estates,Trails/Footpaths,2
900041,Heritage and Rural Skills Centre,Swindon,Wiltshire,51.640616,-1.660824,"A centre to champion skills from the past, fit for the future, for everyone for ever.",https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/heritage-and-rural-skills-centre,Historic houses/mansions,3
15,Ashdown,Lambourn,Berkshire,51.535999,-1.59116,Unusual Dutch-style house on the Berkshire Downs,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/ashdown,Historic houses/mansions,3
4550,Market Hall,Chipping Campden,Gloucestershire,52.050686,-1.780686,Outstanding 400-year-old Cotswold market hall,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/market-hall,Historic houses/mansions,3
6065,Ditchling Beacon,,East Sussex,50.90084,-0.105186,Panoramic views from the top of world,https://www.nationaltrust.org.uk/visit/sussex/ditchling-beacon,Castles,4
21,Baddesley Clinton,Baddesley Clinton,Warwickshire,52.343832,-1.7084634,"Discover a secluded, intimate estate set in the heart of the Forest of Arden with 500 years of fascinating and unexpected stories",https://www.nationaltrust.org.uk/visit/warwickshire/baddesley-clinton,Historic houses/mansions,3
6054,Blackcap,Lewes,East Sussex,50.895237,-0.04667,A classic downland experience with secret woodland glades,https://www.nationaltrust.org.uk/visit/sussex/blackcap,Forests/Woodlands,5
35,Blickling Estate,Aylsham,Norfolk,52.812,1.23139,One day is never enough. Discover a complete Norfolk estate with something for everyone.,https://www.nationaltrust.org.uk/visit/norfolk/blickling-estate,Historic houses/mansions,3
326,Tattershall Castle,Tattershall,Lincolnshire,53.101002,-0.19063,Magnificent 15th century red brick castle - what wealth and power looks like,https://www.nationaltrust.org.uk/visit/nottinghamshire-lincolnshire/tattershall-castle,Castles,4
5389,Woolbeding Gardens,Midhurst,West Sussex,50.9973848,-0.7579017,"A horticultural haven bursting with colourful planting, a contemporary glasshouse and countryside views  ",https://www.nationaltrust.org.uk/visit/sussex/woolbeding-gardens,Castles,4
5095,Dover's Hill,,Gloucestershire,52.053722,-1.803076,"A natural amphitheatre on a spur of the Cotswolds, with views over the Vale of Evesham",https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/dovers-hill,Castles,4
6064,Woolbeding Countryside,Woolbeding,West Sussex,50.9890827,-0.7559299,Experience a landscape shaped by traditional rural life,https://www.nationaltrust.org.uk/visit/sussex/woolbeding-countryside,Historic houses/mansions,3
6060,Lavington Common,Woolbeding,West Sussex,50.9601325,-0.6503195,A rare pocket of open heath amongst plantation woodland,https://www.nationaltrust.org.uk/visit/sussex/lavington-common,Forests/Woodlands,5
5253,Saddlescombe Farm and Newtimber Hill,near Brighton,West Sussex,50.888979,-0.1943217,A hidden hamlet nestled in the downs,https://www.nationaltrust.org.uk/visit/sussex/saddlescombe-farm-and-newtimber-hill,Castles,4
212,Lodge Park and Sherborne Park Estate,near Cheltenham,Gloucestershire,51.8069,-1.79225,"England's only surviving 17th-century grandstand, within a tranquil Cotswold estate full of diverse wildlife",https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/lodge-park-and-sherborne-park-estate,Historic houses/mansions,3
5204,Devil's Dyke,Nr Brighton,West Sussex,50.8845954,-0.2123548,A legendary beauty spot on the South Downs,https://www.nationaltrust.org.uk/visit/sussex/devils-dyke,Castles,4
255,Packwood House,Lapworth,Warwickshire,52.3465,-1.74551,"Much-restored Tudor house, park and garden with notable topiary",https://www.nationaltrust.org.uk/visit/warwickshire/packwood-house,Parks and open spaces,3
900012,Morston Quay,Morston,Norfolk,52.956741,0.98656,Explore the Norfolk Coast from Morston Quay,https://www.nationaltrust.org.uk/visit/norfolk/morston-quay,Coastline,5
33,Blakeney National Nature Reserve,Cley Road,Norfolk,52.957752,0.985829,Spectacular wildlife and uninterrupted views of beautiful coastline,https://www.nationaltrust.org.uk/visit/norfolk/blakeney-national-nature-reserve,Coastline,5
6110,"The Coombes, Hinton Parva",,Wiltshire,51.540943,-1.672638,Rare wildflowers and a myriad of butterflies,https://www.nationaltrust.org.uk/visit/wiltshire/the-coombes-hinton-parva,Historic houses/mansions,3
195,Lamb House,Rye,East Sussex,50.949699,0.73426,Celebrating 300 years of history and literary connections in a stunning Georgian house,https://www.nationaltrust.org.uk/visit/sussex/lamb-house,Castles,4
303,Snowshill Manor and Garden,near Broadway,Gloucestershire,52.006093,-1.861509,"Snowshill is the unconventional home of the eccentric Charles Wade, who delighted in creating a stage for his life and passions.",https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/snowshill-manor-and-garden,Moors/Hills,4
132,The Fleece Inn,near Evesham,Worcestershire,52.090099,-1.86567,A traditional English pub,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/the-fleece-inn,Pubs,2
5059,Bibury,,Gloucestershire,51.759018,-1.833845,A row of tenanted 17th-century weavers' cottages and water meadow set in the Cotswold village of Bibury,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/bibury,Cottages,2
188,Kinwarton Dovecote,near Alcester,Warwickshire,52.2232,-1.8495,Circular 14th-century dovecote,https://www.nationaltrust.org.uk/visit/warwickshire/kinwarton-dovecote,Historic houses/mansions,3
227,Monk's House,Lewes,East Sussex,50.8396,0.01917,Leonard and Virginia Woolf's 17th-century country retreat,https://www.nationaltrust.org.uk/visit/sussex/monks-house,Historic houses/mansions,3
6056,Cissbury Ring,Near Findon,West Sussex,50.86014,-0.37932,The most historic hill on the South Downs,https://www.nationaltrust.org.uk/visit/sussex/cissbury-ring,Moors/Hills,4
225,Middle Littleton Tithe Barn,Evesham,Worcestershire,52.1213,-1.88429,"13th-century tithe barn, one of the largest and finest in the country",https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/middle-littleton-tithe-barn,Historic houses/mansions,3
657,Gunby Estate: Monksthorpe Chapel,near Spilsby,Lincolnshire,53.164902,0.16874,Remote late 17th-century Baptist chapel,https://www.nationaltrust.org.uk/visit/nottinghamshire-lincolnshire/gunby-hall-estate-monksthorpe-chapel,Churches,4
296,Sheringham Park,Upper Sheringham,Norfolk,52.9240788,1.1814163,Landscape park and woodland garden with miles of stunning coastal views,https://www.nationaltrust.org.uk/visit/norfolk/sheringham-park,Forests/Woodlands,5
312,Staunton Harold Church,Ashby-de-la-Zouch,Leicestershire,52.783401,-1.43658,"Imposing church built in 1653, with fine panelled interior",https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/staunton-harold-church,Churches,4
6059,Harting Down,Woolbeding,West Sussex,50.9565598,-0.875635,"Dramatic hill-top views and secluded valleys, with abundant wild flowers",https://www.nationaltrust.org.uk/visit/sussex/harting-down,Moors/Hills,4
90,Coughton Court,Alcester,Warwickshire,52.242802,-1.87794,Coughton Court is an imposing Tudor house set in beautiful gardens with a collection of Catholic treasures,https://www.nationaltrust.org.uk/visit/warwickshire/coughton-court,Castles,4
155,"Gunby Estate, Hall and Gardens",Spilsby,Lincolnshire,53.178001,0.19669,A homely country house dated 1700 set in Victorian walled gardens at the foot of the Lincolnshire Wolds,https://www.nationaltrust.org.uk/visit/nottinghamshire-lincolnshire/gunby-estate-hall-and-gardens,Kitchen gardens,3
345,Uppark House and Garden,Petersfield,West Sussex,50.952702,-0.88896,A tranquil 17th-century house set within intimate gardens and woodland.,https://www.nationaltrust.org.uk/visit/sussex/uppark-house-and-garden,Forests/Woodlands,5
6057,Drovers Estate,Singleton,West Sussex,50.9111971,-0.7571577,"Nestled in undulating hills, step back to a timeless rural life",https://www.nationaltrust.org.uk/visit/sussex/drovers-estate,Moors/Hills,4
158,Hailes Abbey,Cheltenham,Gloucestershire,51.9702,-1.92724,13th-century Cistercian abbey,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/hailes-abbey,Historic houses/mansions,3
127,"Felbrigg Hall, Gardens and Estate",Norwich,Norfolk,52.907469,1.25942499,Truly a hidden gem,https://www.nationaltrust.org.uk/visit/norfolk/felbrigg-hall-gardens-and-estate,Historic houses/mansions,3
900020,Staunton Harold,Melbourne,Derbyshire,52.81089,-1.43062,"Countryside space with wildflower meadows, woodland walks and open water",https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/staunton-harold,Forests/Woodlands,5
175,Hinton Ampner,near Alresford,Hampshire,51.044591,-1.151521,Elegant country house with highly distinctive gardens,https://www.nationaltrust.org.uk/visit/hampshire/hinton-ampner,Historic houses/mansions,3
6118,West Runton and Beeston Regis Heath,West Runton,Norfolk,52.92557,1.247689,"Woods, heaths and the best coastal views",https://www.nationaltrust.org.uk/visit/norfolk/west-runton-and-beeston-regis-heath,Forests/Woodlands,5
6,Alfriston Clergy House,Polegate,East Sussex,50.80616,0.15777,The first building saved forever for the nation by the National Trust ,https://www.nationaltrust.org.uk/visit/sussex/alfriston-clergy-house,Historic houses/mansions,3
74,Chedworth Roman Villa,near Cheltenham,Gloucestershire,51.819401,-1.92295,Cradled in a beautiful Cotswold valley rest the remains of one of the grandest Roman villas in Britain,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/chedworth-roman-villa,Castles,4
367,The White Cliffs of Dover,Dover,Kent,51.132046,1.337537,Magnificent coastal site overlooking the English Channel,https://www.nationaltrust.org.uk/visit/kent/the-white-cliffs-of-dover,Coastline,5
305,South Foreland Lighthouse,Dover,Kent,51.13152,1.338825,Striking and historical lighthouse high on The White Cliffs of Dover,https://www.nationaltrust.org.uk/visit/kent/south-foreland-lighthouse,Coastline,5
6062,Slindon Estate,near Arundel,West Sussex,50.8608835,-0.6364376,A great and ancient downland estate,https://www.nationaltrust.org.uk/visit/sussex/slindon-estate,Historic houses/mansions,3
61,Calke Abbey,Derby,Derbyshire,52.808253,-1.472834,The un-stately home and country estate,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/calke-abbey,Historic houses/mansions,3
5432,Cuckmere Valley,,East Sussex,50.78974,0.139652,Flower-rich chalk grassland with stunning views of the Cuckmere River,https://www.nationaltrust.org.uk/visit/sussex/cuckmere-valley,Castles,4
122,Elizabethan House Museum,Great Yarmouth,Norfolk,52.605,1.72721,Delightful treasury of 16th-century domestic history,https://www.nationaltrust.org.uk/visit/norfolk/elizabethan-house-museum,Castles,4
656,The Workhouse and Infirmary,Southwell,Nottinghamshire,53.0795,-0.93981,Atmospheric Victorian workhouse,https://www.nationaltrust.org.uk/visit/nottinghamshire-lincolnshire/the-workhouse-and-infirmary,Castles,4
6280,Foremark,,Derbyshire,52.8209,-1.5062,"Nature reserve with woodland walks, grass heathland and open water",https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/foremark,Forests/Woodlands,5
377,Winchester City Mill,Winchester,Hampshire,51.062,-1.30771,"Free to enter Ancient watermill, café with island garden and wildlife spot in the heart of Winchester",https://www.nationaltrust.org.uk/visit/hampshire/winchester-city-mill,Mills,3
176,Horsey Windpump,Great Yarmouth,Norfolk,52.74247,1.638635,An iconic Norfolk Broads landmark,https://www.nationaltrust.org.uk/visit/norfolk/horsey-windpump,Historic houses/mansions,3
2506,Birmingham Back to Backs,Birmingham,West Midlands,52.473999,-1.8963,Experience 200 years of working people's lives in the heart of Birmingham. ,https://www.nationaltrust.org.uk/visit/birmingham-west-midlands/birmingham-back-to-backs,Historic houses/mansions,3
6106,Lockeridge Dene and Piggledene,Near Marlborough,Wiltshire,51.404998,-1.795089,"Streams of lichen-rich sarsen stones litter the landscape and provide a safe environment for many species of plants, insects and birds.",https://www.nationaltrust.org.uk/visit/wiltshire/lockeridge-dene-and-piggledene,Castles,4
5125,Birling Gap and the Seven Sisters,near Eastbourne,East Sussex,50.742905,0.201166,"A popular coastal hub, where the South Downs meet the sea",https://www.nationaltrust.org.uk/visit/sussex/birling-gap-and-the-seven-sisters,Coastline,5
900015,Stockbridge Down,near Stockbridge,Hampshire,51.115549,-1.4567553,"Chalk downland with far-reaching views, a variety of wildlife and archaeological features",https://www.nationaltrust.org.uk/visit/hampshire/stockbridge-down,Castles,4
6247,The Roundhouse,Birmingham,West Midlands,52.478946,-1.918828,"Through a partnership between the National Trust and Canal & River Trust, the Roundhouse in Birmingham has been revived as a hub for city tours.",https://www.nationaltrust.org.uk/visit/birmingham-west-midlands/roundhouse,Historic houses/mansions,3
19,Avebury,Marlborough,Wiltshire,51.427502,-1.85611,"Ancient stone circle, museum and manor house in the heart of the Avebury World Heritage Site. NOTE: Avebury Manor is currently closed for restoration work. ",https://www.nationaltrust.org.uk/visit/wiltshire/avebury,Historic houses/mansions,3
900016,Stockbridge Marsh,Stockbridge,Hampshire,51.105655,-1.4954359,A rich wetland habitat just moments from Stockbridge High Street,https://www.nationaltrust.org.uk/visit/hampshire/stockbridge-marsh,Castles,4
47,Bredon Barn,near Tewkesbury,Worcestershire,52.030201,-2.11954,Large medieval threshing barn,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/bredon-barn,Castles,4
4515,Crickley Hill,Birdlip,Gloucestershire,51.847053,-2.103022,"Distinctive landmark rich in wildlife and archaeology with a tremendous panorama, jointly owned with Gloucestershire Wildlife Trust",https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/crickley-hill,Castles,4
160,Hanbury Hall,Droitwich Spa,Worcestershire,52.275398,-2.08633,"William and Mary-style country house, garden and park",https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/hanbury-hall,Parks and open spaces,3
900011,Sandilands,Mablethorpe,Lincolnshire,53.298127,0.294369,A new haven for nature on Lincolnshire's wild coast,https://www.nationaltrust.org.uk/visit/nottinghamshire-lincolnshire/sandilands,Coastline,5
351,Letocetum Roman Baths and Museum,near Lichfield,Staffordshire,52.657001,-1.85605,"Excavated Roman bathhouse, other remains and museum",https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/letocetum-roman-baths-and-museum,Castles,4
6103,Calstone and Cherhill Downs,,Wiltshire,51.42359,-1.935232,"Cherhill Down, with a chalk white horse, Iron Age hillfort and obelisk has breath-taking views over the wildlife haven of Calstone coombes.",https://www.nationaltrust.org.uk/visit/wiltshire/calstone-and-cherhill-downs,Moors/Hills,4
101,Croome,Worcester,Worcestershire,52.105154,-2.1662722,"Expect the unexpected. Incredible innovation, devastating loss, remarkable survival and magnificent restoration all in one place.",https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/croome,Pubs,2
2588,Rosedene,near Bromsgrove,Worcestershire,52.354698,-2.10304,Mid 19th-century Chartist cottage,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/rosedene,Cottages,2
185,Kedleston Hall,Derby,Derbyshire,52.9585,-1.53348,"18th-century mansion with Adam interiors, colonial history and vast parkland",https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/kedleston-hall,Historic houses/mansions,3
6058,East Head,Chichester,West Sussex,50.78114,-0.903841,"Shifting sand dunes, salt marsh and flowing tides ",https://www.nationaltrust.org.uk/visit/sussex/east-head,Historic houses/mansions,3
4508,Duffield Castle,Duffield,Derbyshire,52.9925,-1.4892,The remains of one of England's largest castles,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/duffield-castle,Castles,4
5233,Clent Hills,near Romsley,Worcestershire,52.424823,-2.092195,A stunning countryside haven in the heart of the busy Midlands,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/clent-hills,Historic houses/mansions,3
232,Mottisfont,near Romsey,Hampshire,51.0400105,-1.5331765,A romantic house and gallery set in beautiful riverside gardens,https://www.nationaltrust.org.uk/visit/hampshire/mottisfont,Historic houses/mansions,3
900014,Curbridge Nature Reserve,,Hampshire,50.895322,-1.2626901,Ancient and newly-planted woodland adjacent to the river Hamble,https://www.nationaltrust.org.uk/visit/hampshire/curbridge-nature-reserve,Forests/Woodlands,5
153,Greyfriars House and Garden,Worcester,Worcestershire,52.190455,-2.21898,"Late medieval merchant's house, rescued from demolition, in Worcester city centre",https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/greyfriars-house-and-garden,Historic houses/mansions,3
6108,Sutton Lane Meadows,Chippenham,Wiltshire,51.497764,-2.078461,Traditional hay meadows rich in wild flowers,https://www.nationaltrust.org.uk/visit/wiltshire/sutton-lane-meadows,Castles,4
164,Hawford Dovecote,Hawford,Worcestershire,52.242401,-2.22556,16th-century half-timbered dovecote,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/hawford-dovecote,Historic houses/mansions,3
321,The Children’s Country House at Sudbury,Ashbourne,Derbyshire,52.886299,-1.76674,The Children’s Country House at Sudbury. Having fun with history.,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/the-childrens-country-house-at-sudbury,Historic houses/mansions,3
5107,Minchinhampton and Rodborough Commons,,Gloucestershire,51.707547,-2.211243,Rolling hills and open spaces above the Stroud Valleys and Severn estuary,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/minchinhampton-and-rodborough-commons,Moors/Hills,4
16,Ashleworth Tithe Barn,Ashleworth,Gloucestershire,51.924198,-2.26572,15th-century tithe barn,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/ashleworth-tithe-barn,Castles,4
6111,Figsbury Ring,North-east of Salisbury,Wiltshire,51.103196,-1.732867,"Neolithic and Iron Age site rich in wildlife, offering sweeping views of surrounding countryside",https://www.nationaltrust.org.uk/visit/wiltshire/figsbury-ring,Castles,4
316,Stonehenge Landscape,near Amesbury,Wiltshire,51.177601,-1.82776,A World Heritage Site famous for its ancient ceremonial landscape of great archaeological interest.,https://www.nationaltrust.org.uk/visit/wiltshire/stonehenge-landscape,Castles,4
161,Hardwick,Chesterfield,Derbyshire,53.167801,-1.30813,An Elizabethan masterpiece,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/hardwick,Historic houses/mansions,3
5091,Haresfield Beacon and Standish Wood,Stroud,Gloucestershire,51.7784,-2.26233,A superb Cotswold landscape of mixed woodland and open grassland with extensive views,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/haresfield-beacon-and-standish-wood,Forests/Woodlands,5
6248,The Firs,Lower Broadheath,Worcestershire,52.1989833,-2.2834974,Birthplace of Sir Edward Elgar,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/the-firs,Historic houses/mansions,3
83,Clumber Park,Worksop,Nottinghamshire,53.269905,-1.072069,Freedom to discover,https://www.nationaltrust.org.uk/visit/nottinghamshire-lincolnshire/clumber-park,Historic houses/mansions,3
310,Hardwick Estate: Stainsby Mill,Chesterfield,Derbyshire,53.183275,-1.31952,Explore Stainsby Mill,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/hardwick-estate-stainsby-mill,Mills,3
90001,Foxbury,Romsey,Hampshire,50.957814,-1.575196,"A blooming landscape of heathland restoration, open for special events which help people connect to nature",https://www.nationaltrust.org.uk/visit/hampshire/foxbury,Castles,4
383,Woodchester Park,near Nailsworth,Gloucestershire,51.70473,-2.271464,Beautiful secluded wooded valley,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/woodchester-park,Forests/Woodlands,5
231,Moseley Old Hall,Wolverhampton,Staffordshire,52.635101,-2.10463,An atmospheric Elizabethan farmhouse that saved a King,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/moseley-old-hall,Farmland,3
197,Lacock,near Chippenham,Wiltshire,51.414799,-2.11941,"Country house with monastic roots, once home to William Henry Fox Talbot, inventor of the photographic negative",https://www.nationaltrust.org.uk/visit/wiltshire/lacock,Castles,4
6107,Pepperbox Hill,Salisbury,Wiltshire,51.022227,-1.698016,Chalk ridge landmark with far-reaching views and rich natural heritage,https://www.nationaltrust.org.uk/visit/wiltshire/pepperbox-hill,Castles,4
369,Wichenford Dovecote,Wichenford,Worcestershire,52.236801,-2.31302,17th-century half-timbered dovecote,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/wichenford-dovecote,Historic houses/mansions,3
6112,White Barrow,Tilshead,Wiltshire,51.220798,-1.9543,Well preserved Neolithic long barrow,https://www.nationaltrust.org.uk/visit/wiltshire/white-barrow,Historic houses/mansions,3
187,Kinver Edge and the Rock Houses,"Kinver, near Stourbridge",Staffordshire,52.450109,-2.242739,High sandstone ridge and hill fort overlooking dramatic red sandstone rock houses,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/kinver-edge-and-the-rock-houses,Moors/Hills,4
2367,Herefordshire Countryside,near Leominster,Herefordshire,52.0353,-2.3505,Discover the 7 countryside places cared for by the National Trust in Herefordshire.,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/herefordshire-countryside,Historic houses/mansions,3
226,Mompesson House,Salisbury,Wiltshire,51.0662,-1.79679,Homely and welcoming 18th-century townhouse in the heart of Salisbury's Cathedral Close ,https://www.nationaltrust.org.uk/visit/wiltshire/mompesson-house,Churches,4
371,Wightwick Manor and Gardens,Wolverhampton,West Midlands,52.58214,-2.195,"Paint, Politics and Pre-Raphaelite Artists",https://www.nationaltrust.org.uk/visit/birmingham-west-midlands/wightwick-manor-and-gardens,Historic houses/mansions,3
297,Shugborough Estate,near Stafford,Staffordshire,52.789294,-2.033064,"A Staffordshire paradise: a rich blend of landscape, monuments, gardens and architecture, shaped by exploration and global encounters.",https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/shugborough-estate,Historic houses/mansions,3
6006,St Helens Duver,St Helens,Isle of Wight,50.698751,-1.0995964,Sand dunes with a royal history and great coastal views,https://www.nationaltrust.org.uk/visit/isle-of-wight/st-helens-duver,Coastline,5
239,Newark Park,Wotton-under-Edge,Gloucestershire,51.638802,-2.31369,"A secluded estate with glorious views, providing country house hospitality, garden strolls and woodland walks",https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/newark-park,Historic houses/mansions,3
245,The Old Manor,Ashbourne,Derbyshire,52.978401,-1.81594,"A Low, stone-built medieval hall, set in the picturesque countryside of Derbyshire. ",https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/the-old-manor,Historic houses/mansions,3
319,Mr Straw's House,Worksop,Nottinghamshire,53.315041,-1.115445,"An Ordinary house, an extraordinary home",https://www.nationaltrust.org.uk/visit/nottinghamshire-lincolnshire/mr-straws-house,Historic houses/mansions,3
28,Bembridge Windmill,Bembridge,Isle of Wight,50.684213,-1.0943815,The only surviving windmill on the Isle of Wight,https://www.nationaltrust.org.uk/visit/isle-of-wight/bembridge-windmill,Mills,3
4529,Knowles Mill,Bewdley,Worcestershire,52.386007,-2.351114,Preserved derelict mill on the Dowles Brook in the Wyre Forest,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/knowles-mill,Mills,3
363,Westbury Court Garden,Westbury-on-Severn,Gloucestershire,51.822172,-2.410684,Dutch water garden - a rare and beautiful survival,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/westbury-court-garden,Castles,4
4517,Bembridge Fort and Downs,near Bembridge,Isle of Wight,50.671156,-1.11801,"Dramatic chalk cliffs and open downland with coastal views, military history and wildlife.",https://www.nationaltrust.org.uk/visit/isle-of-wight/bembridge-fort-and-downs,Coastline,5
